,license_plate,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,kreis_name
525,BH,8317,16019,16584,16717,17350,17814,18145,18624,18883,19265,18824,19388,20238,20776,21097,21658,22035,22789,23289,23948,6456307,6726849,6815257,7091424,7296680,7444977,7649907,7762919,7919079,7726696,7950465,8301818,8539885,8695803,8969799,9207883,9610902,9889722,10242878,25112.0,28513.0,27228.0,26603.0,26165.0,27219.0,26138.0,23783.0,397102,400197,401725,402931,404640,406867,409834,412246,413655,414919,415971,416680,417516,417906,417535,417596,410218,411054,412189,414159,417873,421733,424646,427706,430216,"      Ortenaukreis, Landkreis"
526,KEL,8317,16019,16584,16717,17350,17814,18145,18624,18883,19265,18824,19388,20238,20776,21097,21658,22035,22789,23289,23948,6456307,6726849,6815257,7091424,7296680,7444977,7649907,7762919,7919079,7726696,7950465,8301818,8539885,8695803,8969799,9207883,9610902,9889722,10242878,25112.0,28513.0,27228.0,26603.0,26165.0,27219.0,26138.0,23783.0,397102,400197,401725,402931,404640,406867,409834,412246,413655,414919,415971,416680,417516,417906,417535,417596,410218,411054,412189,414159,417873,421733,424646,427706,430216,"      Ortenaukreis, Landkreis"
527,LR,8317,16019,16584,16717,17350,17814,18145,18624,18883,19265,18824,19388,20238,20776,21097,21658,22035,22789,23289,23948,6456307,6726849,6815257,7091424,7296680,7444977,7649907,7762919,7919079,7726696,7950465,8301818,8539885,8695803,8969799,9207883,9610902,9889722,10242878,25112.0,28513.0,27228.0,26603.0,26165.0,27219.0,26138.0,23783.0,397102,400197,401725,402931,404640,406867,409834,412246,413655,414919,415971,416680,417516,417906,417535,417596,410218,411054,412189,414159,417873,421733,424646,427706,430216,"      Ortenaukreis, Landkreis"
528,WOL,8317,16019,16584,16717,17350,17814,18145,18624,18883,19265,18824,19388,20238,20776,21097,21658,22035,22789,23289,23948,6456307,6726849,6815257,7091424,7296680,7444977,7649907,7762919,7919079,7726696,7950465,8301818,8539885,8695803,8969799,9207883,9610902,9889722,10242878,25112.0,28513.0,27228.0,26603.0,26165.0,27219.0,26138.0,23783.0,397102,400197,401725,402931,404640,406867,409834,412246,413655,414919,415971,416680,417516,417906,417535,417596,410218,411054,412189,414159,417873,421733,424646,427706,430216,"      Ortenaukreis, Landkreis"
529,OS,3459,15031,15880,15821,16384,16510,16948,17440,17696,18065,18229,18541,19361,19921,20307,20812,21134,21697,22434,23030,5267006,5581967,5584189,5795357,5855971,6018795,6188621,6270146,6386954,6424132,6510450,6785586,6981045,7115089,7301077,7496062,7733865,7974538,8215838,16703.0,17008.0,23864.0,17555.0,16093.0,16064.0,14862.0,14552.0,339008,343689,346222,349005,351586,352455,354776,356733,357395,358898,359470,359320,359246,358895,357838,356849,350486,350431,350373,350809,354698,356443,355474,356742,357712,"      Osnabrück, Landkreis"
530,BSB,3459,15031,15880,15821,16384,16510,16948,17440,17696,18065,18229,18541,19361,19921,20307,20812,21134,21697,22434,23030,5267006,5581967,5584189,5795357,5855971,6018795,6188621,6270146,6386954,6424132,6510450,6785586,6981045,7115089,7301077,7496062,7733865,7974538,8215838,16703.0,17008.0,23864.0,17555.0,16093.0,16064.0,14862.0,14552.0,339008,343689,346222,349005,351586,352455,354776,356733,357395,358898,359470,359320,359246,358895,357838,356849,350486,350431,350373,350809,354698,356443,355474,356742,357712,"      Osnabrück, Landkreis"
531,MEL,3459,15031,15880,15821,16384,16510,16948,17440,17696,18065,18229,18541,19361,19921,20307,20812,21134,21697,22434,23030,5267006,5581967,5584189,5795357,5855971,6018795,6188621,6270146,6386954,6424132,6510450,6785586,6981045,7115089,7301077,7496062,7733865,7974538,8215838,16703.0,17008.0,23864.0,17555.0,16093.0,16064.0,14862.0,14552.0,339008,343689,346222,349005,351586,352455,354776,356733,357395,358898,359470,359320,359246,358895,357838,356849,350486,350431,350373,350809,354698,356443,355474,356742,357712,"      Osnabrück, Landkreis"
532,WTL,3459,15031,15880,15821,16384,16510,16948,17440,17696,18065,18229,18541,19361,19921,20307,20812,21134,21697,22434,23030,5267006,5581967,5584189,5795357,5855971,6018795,6188621,6270146,6386954,6424132,6510450,6785586,6981045,7115089,7301077,7496062,7733865,7974538,8215838,16703.0,17008.0,23864.0,17555.0,16093.0,16064.0,14862.0,14552.0,339008,343689,346222,349005,351586,352455,354776,356733,357395,358898,359470,359320,359246,358895,357838,356849,350486,350431,350373,350809,354698,356443,355474,356742,357712,"      Osnabrück, Landkreis"
533,AA,8136,15723,16584,16636,17105,17474,17979,18656,19214,19706,19324,19951,20878,21521,21921,22707,22727,23245,23868,24599,4900821,5182738,5214924,5371209,5488715,5643675,5839629,5990182,6119437,5973006,6135020,6400463,6595296,6723306,6983943,7054982,7255307,7446904,7704580,11332.0,11462.0,13908.0,12640.0,12448.0,11677.0,12335.0,11400.0,310158,311684,312127,312392,313053,313759,314666,315944,316716,316840,316964,316161,315205,314213,312778,311483,306565,306455,306709,307569,310428,312119,312005,313212,314014,"      Ostalbkreis, Landkreis"
534,GD,8136,15723,16584,16636,17105,17474,17979,18656,19214,19706,19324,19951,20878,21521,21921,22707,22727,23245,23868,24599,4900821,5182738,5214924,5371209,5488715,5643675,5839629,5990182,6119437,5973006,6135020,6400463,6595296,6723306,6983943,7054982,7255307,7446904,7704580,11332.0,11462.0,13908.0,12640.0,12448.0,11677.0,12335.0,11400.0,310158,311684,312127,312392,313053,313759,314666,315944,316716,316840,316964,316161,315205,314213,312778,311483,306565,306455,306709,307569,310428,312119,312005,313212,314014,"      Ostalbkreis, Landkreis"
535,OAL,9777,15207,16082,16104,16576,17233,17600,18165,18903,19499,19084,19824,20820,21469,21927,22335,22515,22391,22915,23686,1990218,2118290,2134168,2207879,2303646,2360995,2439632,2535529,2610699,2551025,2647228,2779845,2873963,2947962,3022668,3080138,3089675,3179922,3311287,4271.0,4445.0,4535.0,4237.0,4811.0,4768.0,3979.0,4314.0,126744,127288,127943,128904,130039,131143,132008,132799,133625,134150,134559,134730,134513,134414,134209,133968,133520,133863,134445,135333,136802,137987,138772,139797,140749,"      Ostallgäu, Landkreis"
536,FÜS,9777,15207,16082,16104,16576,17233,17600,18165,18903,19499,19084,19824,20820,21469,21927,22335,22515,22391,22915,23686,1990218,2118290,2134168,2207879,2303646,2360995,2439632,2535529,2610699,2551025,2647228,2779845,2873963,2947962,3022668,3080138,3089675,3179922,3311287,4271.0,4445.0,4535.0,4237.0,4811.0,4768.0,3979.0,4314.0,126744,127288,127943,128904,130039,131143,132008,132799,133625,134150,134559,134730,134513,134414,134209,133968,133520,133863,134445,135333,136802,137987,138772,139797,140749,"      Ostallgäu, Landkreis"
537,MOD,9777,15207,16082,16104,16576,17233,17600,18165,18903,19499,19084,19824,20820,21469,21927,22335,22515,22391,22915,23686,1990218,2118290,2134168,2207879,2303646,2360995,2439632,2535529,2610699,2551025,2647228,2779845,2873963,2947962,3022668,3080138,3089675,3179922,3311287,4271.0,4445.0,4535.0,4237.0,4811.0,4768.0,3979.0,4314.0,126744,127288,127943,128904,130039,131143,132008,132799,133625,134150,134559,134730,134513,134414,134209,133968,133520,133863,134445,135333,136802,137987,138772,139797,140749,"      Ostallgäu, Landkreis"
538,OHZ,3356,15726,16423,16307,16725,16720,17079,17554,17740,18108,18290,18730,19350,19791,20236,20679,20995,21780,22497,23123,1724721,1816274,1814184,1868580,1873954,1915607,1965749,1985414,2025878,2039713,2082431,2147218,2193394,2243123,2299184,2362627,2464110,2539932,2620088,5642.0,5752.0,6207.0,6018.0,5374.0,5197.0,4773.0,4436.0,105076,105794,106455,107492,108812,109947,110926,111700,112157,112535,112724,112592,112542,112596,112240,111931,110967,110829,110849,111183,112532,113137,112900,113311,113723,"      Osterholz, Landkreis"
539,OH,1055,15328,15888,15963,16754,17109,17414,17493,17745,18188,18442,18756,19447,20103,20281,20855,21267,21883,22519,23179,3044481,3167563,3196365,3365274,3441600,3506325,3521325,3564522,3642167,3681778,3732750,3856474,3978902,4012696,4131326,4231417,4380763,4519602,4649342,14026.0,14109.0,13543.0,13910.0,13119.0,12542.0,12709.0,11715.0,196870,197826,198753,199699,200735,201851,202700,204082,204800,205486,206006,206023,206041,205550,205056,204505,198303,197921,197859,198095,198965,200194,200699,200583,200560,"      Ostholstein, Landkreis"
540,OPR,12068,12212,12759,12973,13164,13536,13749,14132,14426,14951,15281,15589,16068,16185,16709,16985,17157,17732,18597,19058,1373407,1418195,1427948,1435518,1460213,1467786,1492565,1506094,1544129,1560718,1575620,1609543,1609443,1654799,1680075,1698532,1760115,1848359,1891017,8099.0,7859.0,7462.0,7476.0,7625.0,7683.0,7651.0,7145.0,116705,116888,116361,115803,115234,113489,112373,111460,110523,109488,108521,107442,106383,105301,104257,103366,100171,99439,99035,98915,98998,99262,99391,99223,98970,"      Ostprignitz-Ruppin, Landkreis"
541,KY,12068,12212,12759,12973,13164,13536,13749,14132,14426,14951,15281,15589,16068,16185,16709,16985,17157,17732,18597,19058,1373407,1418195,1427948,1435518,1460213,1467786,1492565,1506094,1544129,1560718,1575620,1609543,1609443,1654799,1680075,1698532,1760115,1848359,1891017,8099.0,7859.0,7462.0,7476.0,7625.0,7683.0,7651.0,7145.0,116705,116888,116361,115803,115234,113489,112373,111460,110523,109488,108521,107442,106383,105301,104257,103366,100171,99439,99035,98915,98998,99262,99391,99223,98970,"      Ostprignitz-Ruppin, Landkreis"
542,NP,12068,12212,12759,12973,13164,13536,13749,14132,14426,14951,15281,15589,16068,16185,16709,16985,17157,17732,18597,19058,1373407,1418195,1427948,1435518,1460213,1467786,1492565,1506094,1544129,1560718,1575620,1609543,1609443,1654799,1680075,1698532,1760115,1848359,1891017,8099.0,7859.0,7462.0,7476.0,7625.0,7683.0,7651.0,7145.0,116705,116888,116361,115803,115234,113489,112373,111460,110523,109488,108521,107442,106383,105301,104257,103366,100171,99439,99035,98915,98998,99262,99391,99223,98970,"      Ostprignitz-Ruppin, Landkreis"
543,WK,12068,12212,12759,12973,13164,13536,13749,14132,14426,14951,15281,15589,16068,16185,16709,16985,17157,17732,18597,19058,1373407,1418195,1427948,1435518,1460213,1467786,1492565,1506094,1544129,1560718,1575620,1609543,1609443,1654799,1680075,1698532,1760115,1848359,1891017,8099.0,7859.0,7462.0,7476.0,7625.0,7683.0,7651.0,7145.0,116705,116888,116361,115803,115234,113489,112373,111460,110523,109488,108521,107442,106383,105301,104257,103366,100171,99439,99035,98915,98998,99262,99391,99223,98970,"      Ostprignitz-Ruppin, Landkreis"
544,PB,5774,14565,15143,15004,15309,15697,15885,16150,16390,17101,16932,17634,18193,19041,19097,19605,19915,20249,20843,21601,4173411,4371825,4362430,4468050,4598954,4673986,4759681,4827316,5029980,4978147,5188238,5367441,5633873,5660696,5839907,6008350,6171317,6362943,6612600,17753.0,18703.0,18143.0,20502.0,18322.0,16267.0,15387.0,15806.0,275296,279728,282587,284615,286800,289137,291528,293977,295362,296666,298269,298892,299071,298884,298905,299143,295031,295875,296412,297880,301702,304765,305280,306126,307365,"      Paderborn, Kreis"
545,BÜR,5774,14565,15143,15004,15309,15697,15885,16150,16390,17101,16932,17634,18193,19041,19097,19605,19915,20249,20843,21601,4173411,4371825,4362430,4468050,4598954,4673986,4759681,4827316,5029980,4978147,5188238,5367441,5633873,5660696,5839907,6008350,6171317,6362943,6612600,17753.0,18703.0,18143.0,20502.0,18322.0,16267.0,15387.0,15806.0,275296,279728,282587,284615,286800,289137,291528,293977,295362,296666,298269,298892,299071,298884,298905,299143,295031,295875,296412,297880,301702,304765,305280,306126,307365,"      Paderborn, Kreis"
546,PA,9275,13931,14656,14589,15015,15575,15976,16793,17524,17732,17253,17698,18528,19308,19676,20080,20539,20889,21330,22094,2570372,2714545,2711293,2797101,2906570,2983981,3129572,3257458,3289007,3190196,3264588,3416528,3566544,3645707,3734375,3847228,3940158,4046328,4225938,6221.0,7029.0,44925.0,19469.0,6359.0,6604.0,6477.0,6146.0,181003,182612,183578,184276,185103,186077,186876,187608,188327,188736,189101,188809,188434,188321,187739,187428,184398,184718,185288,185978,187310,188620,189704,191274,192350,"      Passau, Landkreis"
547,PE,3157,15288,15851,15864,16122,16229,16408,16683,16873,17358,17633,18056,18837,19481,19726,20221,20578,21114,21624,22202,2007250,2093858,2107256,2151638,2170479,2195539,2229041,2245183,2295394,2317945,2362537,2455431,2534644,2566272,2636256,2705197,2800736,2879757,2967681,6340.0,6660.0,6547.0,7056.0,6840.0,6707.0,7125.0,7137.0,126268,127342,128283,129334,130647,131624,132491,133309,133981,134326,134452,134409,133833,133168,132292,131714,130350,130106,130097,130374,131461,132650,133174,133667,134383,"      Peine, Landkreis"
548,PAF,9186,16785,18042,17882,18280,18724,19032,19545,20091,20700,20408,21323,22225,22759,22993,24072,24628,24641,25110,26045,1852463,2014251,2014888,2071149,2134435,2180929,2244684,2312136,2388300,2359326,2470705,2589268,2677819,2740068,2907651,3025803,3070418,3155419,3299810,5022.0,4622.0,4424.0,4697.0,4236.0,4146.0,4088.0,3997.0,104736,106060,107209,108231,109568,111023,112306,113512,114306,114916,115607,115865,116200,116546,116842,117123,116500,117661,119168,120791,122861,124607,125665,126698,127689,"      Pfaffenhofen a.d.Ilm, Landkreis"
549,PI,1056,18138,18836,18628,19189,19193,19605,19697,19963,20466,20797,21119,21765,22395,22525,22607,23177,23684,24150,24708,5194732,5429480,5400918,5586224,5606101,5744176,5785719,5876875,6029766,6132286,6240824,6455306,6675241,6757963,6842029,7087118,7319818,7526408,7746661,20390.0,20355.0,19779.0,18956.0,17571.0,17961.0,18552.0,17338.0,281738,283696,285635,287263,288544,290233,292501,294590,296087,297698,298560,299656,300765,301416,301726,302700,296590,298067,300025,302655,305779,309062,311658,313527,315247,"      Pinneberg, Landkreis"
550,PLÖ,1057,15255,15960,16035,16573,16825,17061,17138,17370,17890,18189,18626,19392,20117,20455,20878,21292,22110,22813,23369,1967586,2067436,2084632,2161786,2199114,2230560,2237183,2260959,2318132,2344188,2389733,2474760,2554176,2591232,2646335,2716556,2841269,2937734,3008556,6379.0,6353.0,5850.0,5671.0,5480.0,5473.0,5318.0,5341.0,124977,126278,128182,130018,131377,132427,133177,133909,134665,135179,135567,135579,135492,135219,134613,134490,127620,126967,126682,126754,127585,128504,128773,128745,128667,"      Plön, Landkreis"
551,PM,12069,14700,15154,15379,15657,16027,16731,17294,17862,18321,18702,18776,19381,19571,20168,20808,20950,21548,22432,23093,2848143,2976916,3047530,3121567,3212076,3369287,3492860,3614850,3708454,3784309,3805020,3936627,3990357,4133507,4297097,4382770,4558618,4771514,4940474,13036.0,12104.0,12851.0,12637.0,11453.0,11257.0,11497.0,10184.0,169038,173141,177862,184551,190070,194526,197320,199196,200410,201614,202746,203455,204232,204479,204431,204907,203114,203890,204954,206509,209204,211559,212711,213939,215615,"      Potsdam-Mittelmark, Landkreis"
552,PR,12070,12140,12750,12943,13132,13651,14023,14377,14776,15290,15501,15836,16321,16425,17065,17464,17490,17891,18781,19218,1162392,1200449,1198038,1196229,1223240,1235515,1247413,1261652,1282227,1278728,1287558,1308262,1300657,1337819,1358186,1356561,1389991,1456275,1477620,6099.0,6423.0,5035.0,4627.0,4832.0,4602.0,4360.0,4380.0,102012,100942,99627,98566,97698,96469,94885,93413,91967,90511,89176,87819,86538,85019,83696,82610,80159,79187,78396,77772,77562,77693,77538,76886,76333,"      Prignitz, Landkreis"
553,RA,8216,15920,16759,17031,17544,17969,18116,18483,18791,19286,18985,19582,20401,20959,21253,21803,22093,22493,22977,23646,3517988,3706008,3784037,3914728,4020427,4065165,4147765,4208360,4306334,4225196,4350524,4531071,4660004,4737076,4883777,4994792,5132652,5274718,5453197,10011.0,11220.0,10943.0,11217.0,11329.0,10187.0,10838.0,9571.0,220648,219600,220680,221664,222857,223429,223821,224998,226396,227068,228103,228302,228063,227536,227024,226961,222100,222337,222892,223999,226081,228191,229562,230617,231219,"      Rastatt, Landkreis"
554,BH,8216,15920,16759,17031,17544,17969,18116,18483,18791,19286,18985,19582,20401,20959,21253,21803,22093,22493,22977,23646,3517988,3706008,3784037,3914728,4020427,4065165,4147765,4208360,4306334,4225196,4350524,4531071,4660004,4737076,4883777,4994792,5132652,5274718,5453197,10011.0,11220.0,10943.0,11217.0,11329.0,10187.0,10838.0,9571.0,220648,219600,220680,221664,222857,223429,223821,224998,226396,227068,228103,228302,228063,227536,227024,226961,222100,222337,222892,223999,226081,228191,229562,230617,231219,"      Rastatt, Landkreis"
555,RV,8436,16019,16993,16932,17459,17798,18280,18939,19338,19793,19331,20004,20833,21236,21506,21938,22232,22921,23395,24132,4228848,4508708,4515784,4677120,4786557,4927805,5106586,5215358,5336357,5203795,5382700,5618075,5760716,5870767,6020542,6165326,6428429,6607753,6848064,13607.0,14959.0,13445.0,13843.0,13395.0,13499.0,13550.0,12288.0,260699,262499,263906,265013,266457,267959,269580,271431,273114,274463,275511,275858,276510,276591,276662,276812,269668,271277,272983,274440,277318,280462,282446,283775,284855,"      Ravensburg, Landkreis"
556,SLG,8436,16019,16993,16932,17459,17798,18280,18939,19338,19793,19331,20004,20833,21236,21506,21938,22232,22921,23395,24132,4228848,4508708,4515784,4677120,4786557,4927805,5106586,5215358,5336357,5203795,5382700,5618075,5760716,5870767,6020542,6165326,6428429,6607753,6848064,13607.0,14959.0,13445.0,13843.0,13395.0,13499.0,13550.0,12288.0,260699,262499,263906,265013,266457,267959,269580,271431,273114,274463,275511,275858,276510,276591,276662,276812,269668,271277,272983,274440,277318,280462,282446,283775,284855,"      Ravensburg, Landkreis"
557,ÜB,8436,16019,16993,16932,17459,17798,18280,18939,19338,19793,19331,20004,20833,21236,21506,21938,22232,22921,23395,24132,4228848,4508708,4515784,4677120,4786557,4927805,5106586,5215358,5336357,5203795,5382700,5618075,5760716,5870767,6020542,6165326,6428429,6607753,6848064,13607.0,14959.0,13445.0,13843.0,13395.0,13499.0,13550.0,12288.0,260699,262499,263906,265013,266457,267959,269580,271431,273114,274463,275511,275858,276510,276591,276662,276812,269668,271277,272983,274440,277318,280462,282446,283775,284855,"      Ravensburg, Landkreis"
558,WG,8436,16019,16993,16932,17459,17798,18280,18939,19338,19793,19331,20004,20833,21236,21506,21938,22232,22921,23395,24132,4228848,4508708,4515784,4677120,4786557,4927805,5106586,5215358,5336357,5203795,5382700,5618075,5760716,5870767,6020542,6165326,6428429,6607753,6848064,13607.0,14959.0,13445.0,13843.0,13395.0,13499.0,13550.0,12288.0,260699,262499,263906,265013,266457,267959,269580,271431,273114,274463,275511,275858,276510,276591,276662,276812,269668,271277,272983,274440,277318,280462,282446,283775,284855,"      Ravensburg, Landkreis"
559,RE,5562,14474,15071,15165,15464,15784,15803,15930,16086,16643,16471,17036,17582,17903,18022,18464,18863,19132,19685,20426,9481352,9833498,9863906,10016336,10178860,10146354,10175464,10214584,10502198,10327387,10612288,10889066,11042561,11080262,11327424,11609478,11813761,12146107,12583574,50955.0,50783.0,48407.0,45866.0,43944.0,41841.0,41327.0,39928.0,662424,662822,662511,661687,660762,659017,656557,655075,652793,650313,647898,644838,641605,638201,634407,630612,619347,616805,614828,613485,615450,617501,617010,616043,614699,"      Recklinghausen, Kreis"
